source_url,source_name,sportsbook,retrieval_timestamp,nfl_week,game_date,player,position,team,opponent,stat_category,line,over_price,under_price
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Hunter Henry,TE,NE,JAX,TE receptions,3.5,-142,+112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-24,Tucker Kraft,TE,GB,ATL,TE receptions,3.5,-153,+120
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Brenton Strange,TE,JAX,NE,TE receptions,3.5,+137,-176
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Brian Thomas,WR,JAX,NE,WR receptions,2.5,-170,+133
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-28,Saquon Barkley,RB,PHI,CHI,RB receptions,2.5,+128,-164
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Javonte Williams,RB,DAL,BAL,RB receptions,2.5,-173,+135
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Rhamondre Stevenson,RB,NE,JAX,RB receptions,2.5,+109,-139
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,DeMario Douglas,WR,NE,JAX,WR receptions,2.5,-175,+137
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Jordan Addison,WR,MIN,TB,WR receptions,2.5,-142,+112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,TreVeyon Henderson,RB,NE,JAX,RB receptions,1.5,-107,-119
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Omarion Hampton,RB,LAC,BUF,RB receptions,1.5,-150,+118
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Bhayshul Tuten,RB,JAX,NE,RB receptions,1.5,-116,-110
